Date,Symbole,Nom,Volume,Cours ouverture,Cours Cloture,Variation
2026-03-12 22:19:40.318599,ABJC,SERVAIR ABIDJAN  COTE D'IVOIRE,6 970,3 370,3 450,"1,62"
2026-03-12 22:19:40.318659,BICB,BANQUE INTERNATIONALE POUR L’INDUSTRIE ET LE COMMERCE DU BENIN,1 947,5 100,5 215,"0,77"
2026-03-12 22:19:40.318692,BICC,BICI COTE D'IVOIRE,2 639,27 000,26 950,"3,44"
2026-03-12 22:19:40.318712,BNBC,BERNABE COTE D'IVOIRE,3 361,1 630,1 600,"-1,84"
2026-03-12 22:19:40.318730,BOAB,BANK OF AFRICA BENIN,9 318,7 800,7 895,"0,00"
2026-03-12 22:19:40.318750,BOABF,BANK OF AFRICA BURKINA FASO,13 311,5 010,5 200,"3,90"
2026-03-12 22:19:40.318766,BOAC,BANK OF AFRICA COTE D'IVOIRE,18 556,8 900,9 000,"1,18"
2026-03-12 22:19:40.318782,BOAM,BANK OF AFRICA MALI,4 635,4 735,4 750,"0,42"
2026-03-12 22:19:40.318802,BOAN,BANK OF AFRICA NIGER,5 783,2 985,2 950,"-1,17"
2026-03-12 22:19:40.318824,BOAS,BANK OF AFRICA SENEGAL,9 144,6 900,7 000,"0,07"
2026-03-12 22:19:40.318841,CABC,SICABLE COTE D'IVOIRE,5 113,3 300,3 300,"-7,43"
2026-03-12 22:19:40.318860,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO,627,13 625,13 500,"-0,92"
2026-03-12 22:19:40.318880,CFAC,CFAO MOTORS COTE D'IVOIRE,7 224,1 765,1 695,"-4,51"
2026-03-12 22:19:40.318896,CIEC,CIE COTE D'IVOIRE,14 161,3 250,3 340,"2,77"
2026-03-12 22:19:40.318914,ECOC,ECOBANK COTE D'IVOIRE,876,16 800,16 600,"1,19"
2026-03-12 22:19:40.318930,ETIT,Ecobank Transnational Incorporated TOGO,956 923,32,32,"0,00"
2026-03-12 22:19:40.318945,FTSC,FILTISAC COTE D'IVOIRE,2 388,2 400,2 420,"-0,21"
2026-03-12 22:19:40.318962,LNBB,LOTERIE NATIONALE DU BENIN,564,3 900,3 945,"1,15"
2026-03-12 22:19:40.318978,NEIC,NEI-CEDA COTE D'IVOIRE,2 631,1 415,1 415,"1,07"
2026-03-12 22:19:40.318993,NSBC,NSIA BANQUE COTE D'IVOIRE,9 413,13 900,13 900,"0,00"
2026-03-12 22:19:40.319009,NTLC,NESTLE COTE D'IVOIRE,2 767,12 995,12 900,"-0,73"
2026-03-12 22:19:40.319044,ONTBF,ONATEL BURKINA FASO,4 421,3 020,3 095,"2,48"
2026-03-12 22:19:40.319079,ORAC,ORANGE COTE D'IVOIRE,3 705,15 300,15 205,"-0,62"
2026-03-12 22:19:40.319102,ORGT,ORAGROUP TOGO,27 450,3 820,3 995,"4,72"
2026-03-12 22:19:40.319120,PALC,PALM COTE D'IVOIRE,8 364,9 420,9 500,"0,96"
2026-03-12 22:19:40.319137,PRSC,TRACTAFRIC MOTORS COTE D'IVOIRE,993,5 200,5 200,"-3,70"
2026-03-12 22:19:40.319154,SAFC,SAFCA COTE D'IVOIRE,1 442,5 995,6 000,"0,08"
2026-03-12 22:19:40.319173,SCRC,SUCRIVOIRE COTE D'IVOIRE,4 812,1 490,1 490,"0,00"
2026-03-12 22:19:40.319189,SDCC,SODE COTE D'IVOIRE,6 292,7 795,7 800,"-0,57"
2026-03-12 22:19:40.319205,SDSC,AFRICA GLOBAL LOGISTICS COTE D'IVOIRE,14 679,1 970,1 990,"0,51"
2026-03-12 22:19:40.319221,SEMC,EVIOSYS PACKAGING SIEM COTE D'IVOIRE,4 846,2 040,2 000,"-0,50"
2026-03-12 22:19:40.319237,SGBC,SOCIETE GENERALE COTE D'IVOIRE,3 283,34 000,35 300,"3,82"
2026-03-12 22:19:40.319252,SHEC,VIVO ENERGY COTE D'IVOIRE,6 138,2 240,2 200,"-2,22"
2026-03-12 22:19:40.319271,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE,15 763,7 095,7 145,"0,63"
2026-03-12 22:19:40.319287,SICC,SICOR COTE D'IVOIRE,124,4 095,4 095,"-0,12"
2026-03-12 22:19:40.319302,SIVC,ERIUM COTE D’IVOIRE,18 763,2 700,2 620,"-3,32"
2026-03-12 22:19:40.319317,SLBC,SOLIBRA COTE D'IVOIRE,216,38 790,39 500,"0,00"
2026-03-12 22:19:40.319332,SMBC,SMB COTE D'IVOIRE,1 327,13 350,13 380,"0,15"
2026-03-12 22:19:40.319351,SNTS,SONATEL SENEGAL,12 780,29 000,29 000,"0,69"
2026-03-12 22:19:40.319367,SOGC,SOGB COTE D'IVOIRE,4 734,8 810,9 000,"2,16"
2026-03-12 22:19:40.319382,SPHC,SAPH COTE D'IVOIRE,743,8 450,8 425,"0,30"
2026-03-12 22:19:40.319398,STAC,SETAO COTE D'IVOIRE,24 752,2 360,2 525,"7,45"
2026-03-12 22:19:40.319417,STBC,SITAB COTE D'IVOIRE,496,21 550,21 800,"2,35"
2026-03-12 22:19:40.319433,TTLC,TOTALENERGIES MARKETING COTE D'IVOIRE,16 601,2 800,2 810,"0,36"
2026-03-12 22:19:40.319448,TTLS,TOTALENERGIES MARKETING SENEGAL,1 561,3 250,3 100,"-4,47"
2026-03-12 22:19:40.319465,UNLC,UNILEVER COTE D'IVOIRE,26,71 600,70 000,"-2,78"
2026-03-12 22:19:40.319480,UNXC,UNIWAX COTE D'IVOIRE,21 385,2 000,2 000,"0,00"
