Date,Symbole,Nom,Volume,Cours ouverture,Cours Cloture,Variation
2026-08-26 16:42:47.562612,ABJC,SERVAIR ABIDJAN  COTE D'IVOIRE,2 529,3 800,3 650,"1,39"
2026-08-26 16:42:47.562656,BICB,BANQUE INTERNATIONALE POUR L’INDUSTRIE ET LE COMMERCE DU BENIN,5 164,8 495,8 500,"0,06"
2026-08-26 16:42:47.562679,BICC,BICI COTE D'IVOIRE,250,28 800,29 100,"1,75"
2026-08-26 16:42:47.562701,BNBC,BERNABE COTE D'IVOIRE,10 030,1 990,2 135,"7,29"
2026-08-26 16:42:47.562718,BOAB,BANK OF AFRICA BENIN,4 763,9 990,10 350,"3,60"
2026-08-26 16:42:47.562736,BOABF,BANK OF AFRICA BURKINA FASO,12 899,8 170,8 600,"7,50"
2026-08-26 16:42:47.562753,BOAC,BANK OF AFRICA COTE D'IVOIRE,6 151,12 985,12 860,"-0,96"
2026-08-26 16:42:47.562769,BOAM,BANK OF AFRICA MALI,4 176,6 500,6 700,"2,29"
2026-08-26 16:42:47.562785,BOAN,BANK OF AFRICA NIGER,3 103,5 345,5 355,"0,19"
2026-08-26 16:42:47.562802,BOAS,BANK OF AFRICA SENEGAL,7 081,8 695,8 500,"0,00"
2026-08-26 16:42:47.562818,CABC,SICABLE COTE D'IVOIRE,5 689,3 620,3 500,"-3,31"
2026-08-26 16:42:47.562835,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO,591,29 500,29 390,"1,34"
2026-08-26 16:42:47.562852,CFAC,CFAO MOTORS COTE D'IVOIRE,3 349,1 765,1 750,"-0,85"
2026-08-26 16:42:47.562868,CIEC,CIE COTE D'IVOIRE,8 023,6 965,6 970,"0,00"
2026-08-26 16:42:47.562887,ECOC,ECOBANK COTE D'IVOIRE,6 471,17 095,16 700,"-0,77"
2026-08-26 16:42:47.562904,ETIT,Ecobank Transnational Incorporated TOGO,2 456 632,67,65,"-2,99"
2026-08-26 16:42:47.562919,FTSC,FILTISAC COTE D'IVOIRE,4 228,2 180,2 150,"0,00"
2026-08-26 16:42:47.562936,LNBB,LOTERIE NATIONALE DU BENIN,6 744,4 100,4 095,"0,49"
2026-08-26 16:42:47.562955,NEIC,NEI-CEDA COTE D'IVOIRE,2 228,2 600,2 680,"7,20"
2026-08-26 16:42:47.562971,NSBC,NSIA BANQUE COTE D'IVOIRE,3 656,22 900,22 700,"-0,44"
2026-08-26 16:42:47.562986,NTLC,NESTLE COTE D'IVOIRE,850,16 900,16 900,"0,00"
2026-08-26 16:42:47.563002,ONTBF,ONATEL BURKINA FASO,1 957,2 890,2 885,"-0,17"
2026-08-26 16:42:47.563018,ORAC,ORANGE COTE D'IVOIRE,1 907,21 090,20 795,"-1,91"
2026-08-26 16:42:47.563037,ORGT,ORAGROUP TOGO,3 771,3 190,3 195,"0,16"
2026-08-26 16:42:47.563053,PALC,PALM COTE D'IVOIRE,3 715,9 500,9 240,"-2,74"
2026-08-26 16:42:47.563069,PRSC,TRACTAFRIC MOTORS COTE D'IVOIRE,1 209,4 465,4 550,"1,79"
2026-08-26 16:42:47.563097,SAFC,SAFCA COTE D'IVOIRE,4 765,5 800,5 900,"1,72"
2026-08-26 16:42:47.563113,SCRC,SUCRIVOIRE COTE D'IVOIRE,4 423,3 360,3 375,"0,45"
2026-08-26 16:42:47.563132,SDCC,SODE COTE D'IVOIRE,1 763,12 195,12 490,"4,08"
2026-08-26 16:42:47.563148,SDSC,AFRICA GLOBAL LOGISTICS COTE D'IVOIRE,27 201,2 700,2 560,"-5,19"
2026-08-26 16:42:47.563163,SEMC,EVIOSYS PACKAGING SIEM COTE D'IVOIRE,5 232,1 550,1 500,"-3,23"
2026-08-26 16:42:47.563178,SGBC,SOCIETE GENERALE COTE D'IVOIRE,6 435,38 985,38 000,"-2,53"
2026-08-26 16:42:47.563194,SHEC,VIVO ENERGY COTE D'IVOIRE,6 346,2 480,2 455,"-1,01"
2026-08-26 16:42:47.563209,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE,10 570,9 100,9 150,"0,55"
2026-08-26 16:42:47.563225,SICC,SICOR COTE D'IVOIRE,733,7 405,7 995,"-0,12"
2026-08-26 16:42:47.563240,SIVC,ERIUM COTE D’IVOIRE,2 475,2 380,2 365,"-0,63"
2026-08-26 16:42:47.563256,SLBC,SOLIBRA COTE D'IVOIRE,431,37 550,37 750,"0,53"
2026-08-26 16:42:47.563272,SMBC,SMB COTE D'IVOIRE,1 718,16 900,17 380,"3,45"
2026-08-26 16:42:47.563288,SNTS,SONATEL SENEGAL,11 432,36 500,34 600,"-5,21"
2026-08-26 16:42:47.563304,SOGC,SOGB COTE D'IVOIRE,1 691,8 250,8 200,"-0,61"
2026-08-26 16:42:47.563319,SPHC,SAPH COTE D'IVOIRE,7 242,9 275,9 650,"4,32"
2026-08-26 16:42:47.563335,STAC,SETAO COTE D'IVOIRE,6 831,2 595,2 550,"-1,73"
2026-08-26 16:42:47.563354,STBC,SITAB COTE D'IVOIRE,5 564,22 910,21 205,"-7,40"
2026-08-26 16:42:47.563370,TTLC,TOTALENERGIES MARKETING COTE D'IVOIRE,11 364,3 410,3 595,"5,74"
2026-08-26 16:42:47.563385,TTLS,TOTALENERGIES MARKETING SENEGAL,2 307,3 850,3 800,"-1,30"
2026-08-26 16:42:47.563401,UNLC,UNILEVER COTE D'IVOIRE,15,52 500,56 115,"7,50"
2026-08-26 16:42:47.563417,UNXC,UNIWAX COTE D'IVOIRE,14 884,2 495,2 400,"-3,81"
