Date,Symbole,Nom,Volume,Cours ouverture,Cours Cloture,Variation
2026-05-06 17:43:00.469307,ABJC,SERVAIR ABIDJAN  COTE D'IVOIRE,8 882,3 100,3 015,"-2,58"
2026-05-06 17:43:00.469345,BICB,BANQUE INTERNATIONALE POUR L’INDUSTRIE ET LE COMMERCE DU BENIN,757,5 225,5 200,"-0,95"
2026-05-06 17:43:00.469366,BICC,BICI COTE D'IVOIRE,445,24 980,24 995,"2,25"
2026-05-06 17:43:00.469383,BNBC,BERNABE COTE D'IVOIRE,2 376,1 345,1 350,"0,37"
2026-05-06 17:43:00.469399,BOAB,BANK OF AFRICA BENIN,6 096,9 250,9 340,"0,97"
2026-05-06 17:43:00.469415,BOABF,BANK OF AFRICA BURKINA FASO,4 911,5 400,5 405,"-0,09"
2026-05-06 17:43:00.469430,BOAC,BANK OF AFRICA COTE D'IVOIRE,12 058,8 850,8 785,"-0,73"
2026-05-06 17:43:00.469444,BOAM,BANK OF AFRICA MALI,4 529,4 690,4 680,"-0,43"
2026-05-06 17:43:00.469458,BOAN,BANK OF AFRICA NIGER,5 287,3 505,3 500,"0,00"
2026-05-06 17:43:00.469473,BOAS,BANK OF AFRICA SENEGAL,3 508,7 240,7 225,"0,00"
2026-05-06 17:43:00.469487,CABC,SICABLE COTE D'IVOIRE,1 113,3 500,3 410,"-2,57"
2026-05-06 17:43:00.469503,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO,563,16 500,16 700,"0,91"
2026-05-06 17:43:00.469518,CFAC,CFAO MOTORS COTE D'IVOIRE,3 910,1 325,1 400,"5,66"
2026-05-06 17:43:00.469532,CIEC,CIE COTE D'IVOIRE,24 862,3 100,3 200,"6,31"
2026-05-06 17:43:00.469546,ECOC,ECOBANK COTE D'IVOIRE,1 400,15 900,16 100,"0,62"
2026-05-06 17:43:00.469560,ETIT,Ecobank Transnational Incorporated TOGO,316 849,29,29,"0,00"
2026-05-06 17:43:00.469574,FTSC,FILTISAC COTE D'IVOIRE,1 352,2 220,2 200,"-0,90"
2026-05-06 17:43:00.469590,LNBB,LOTERIE NATIONALE DU BENIN,15 521,3 950,3 950,"0,00"
2026-05-06 17:43:00.469605,NEIC,NEI-CEDA COTE D'IVOIRE,6 595,1 790,1 715,"-4,19"
2026-05-06 17:43:00.469619,NSBC,NSIA BANQUE COTE D'IVOIRE,1 993,14 300,14 010,"0,07"
2026-05-06 17:43:00.469633,NTLC,NESTLE COTE D'IVOIRE,1 076,11 610,11 900,"0,00"
2026-05-06 17:43:00.469649,ONTBF,ONATEL BURKINA FASO,2 185,2 775,2 710,"-2,52"
2026-05-06 17:43:00.469663,ORAC,ORANGE COTE D'IVOIRE,2 240,15 000,15 200,"1,33"
2026-05-06 17:43:00.469676,ORGT,ORAGROUP TOGO,11 099,2 975,2 975,"-7,47"
2026-05-06 17:43:00.469691,PALC,PALM COTE D'IVOIRE,7 714,7 800,7 800,"6,70"
2026-05-06 17:43:00.469717,PRSC,TRACTAFRIC MOTORS COTE D'IVOIRE,1 495,3 650,3 700,"-6,09"
2026-05-06 17:43:00.469732,SAFC,SAFCA COTE D'IVOIRE,5 796,3 355,3 500,"0,00"
2026-05-06 17:43:00.469747,SCRC,SUCRIVOIRE COTE D'IVOIRE,19 817,2 055,2 085,"0,24"
2026-05-06 17:43:00.469761,SDCC,SODE COTE D'IVOIRE,1 087,8 950,9 000,"-0,99"
2026-05-06 17:43:00.469775,SDSC,AFRICA GLOBAL LOGISTICS COTE D'IVOIRE,3 111,1 725,1 685,"-2,32"
2026-05-06 17:43:00.469789,SEMC,EVIOSYS PACKAGING SIEM COTE D'IVOIRE,9 141,1 500,1 450,"-3,33"
2026-05-06 17:43:00.469805,SGBC,SOCIETE GENERALE COTE D'IVOIRE,2 728,33 000,33 400,"1,21"
2026-05-06 17:43:00.469819,SHEC,VIVO ENERGY COTE D'IVOIRE,6 988,1 850,1 840,"-0,54"
2026-05-06 17:43:00.469832,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE,4 086,7 000,7 050,"-0,70"
2026-05-06 17:43:00.469846,SICC,SICOR COTE D'IVOIRE,22,4 295,4 285,"-0,12"
2026-05-06 17:43:00.469861,SIVC,ERIUM COTE D’IVOIRE,13 395,2 700,2 810,"3,31"
2026-05-06 17:43:00.469874,SLBC,SOLIBRA COTE D'IVOIRE,72,37 400,37 500,"1,21"
2026-05-06 17:43:00.469889,SMBC,SMB COTE D'IVOIRE,616,11 550,11 500,"-0,43"
2026-05-06 17:43:00.469903,SNTS,SONATEL SENEGAL,9 322,28 900,28 900,"0,00"
2026-05-06 17:43:00.469918,SOGC,SOGB COTE D'IVOIRE,857,7 500,7 500,"-1,32"
2026-05-06 17:43:00.469932,SPHC,SAPH COTE D'IVOIRE,2 954,6 720,7 175,"6,77"
2026-05-06 17:43:00.469946,STAC,SETAO COTE D'IVOIRE,4 532,2 800,2 850,"-3,39"
2026-05-06 17:43:00.469960,STBC,SITAB COTE D'IVOIRE,9 217,20 500,20 800,"2,72"
2026-05-06 17:43:00.469975,TTLC,TOTALENERGIES MARKETING COTE D'IVOIRE,4 177,2 740,2 740,"-0,18"
2026-05-06 17:43:00.469989,TTLS,TOTALENERGIES MARKETING SENEGAL,481,3 010,3 005,"0,17"
2026-05-06 17:43:00.470004,UNLC,UNILEVER COTE D'IVOIRE,19,59 000,59 000,"-2,48"
2026-05-06 17:43:00.470019,UNXC,UNIWAX COTE D'IVOIRE,10 519,1 880,1 865,"-1,06"
